Placement test score (%),Proficiency,Sex,Age,L1,Stay abroad in Spanish speaking country (>= 1 month),Proficiency (self-assessment) speaking,Proficiency (self-assessment) listening,Proficiency (self-assessment) reading,Proficiency (self-assessment) writing,Proficiency (self-assessment),Medium,Task number,Writting/audio details,Where the task was done
30.2,Upper beginner,Female,18.0,English,No,Lower beginner (A1),Lower beginner (A1),Lower intermediate (B1),Lower beginner (A1),10.0,Written,8,written_online,Inside classroom
30.2,Upper beginner,Female,18.0,English,No,Lower beginner (A1),Lower beginner (A1),Lower intermediate (B1),Lower intermediate (B1),20.0,Written,13,written_online,Outside classroom
30.2,Upper beginner,Male,19.0,English,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,1,written_online,Inside classroom
30.2,Upper beginner,Female,19.0,English,No,Lower beginner (A1),Lower beginner (A1),Lower intermediate (B1),Lower beginner (A1),10.0,Written,1,written_online,Outside classroom
30.2,Upper beginner,Female,19.0,English,No,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),20.0,Written,1,written_online,Inside classroom
30.2,Upper beginner,Female,19.0,English,No,Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),Lower intermediate (B1),50.0,Written,2,written_online,Inside classroom
30.2,Upper beginner,Female,19.0,English,No,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,1,written_online,Inside classroom
30.2,Upper beginner,Male,19.0,English,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,4,written_online,Inside classroom
30.2,Upper beginner,Male,20.0,English,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,13,written_online,Outside classroom
30.2,Upper beginner,Female,20.0,English,No,Lower beginner (A1),Upper intermediate (B2),Lower intermediate (B1),Upper intermediate (B2),40.0,Written,1,written_online,Inside classroom
30.2,Upper beginner,Female,20.0,English,No,Lower intermediate (B1),Lower beginner (A1),Lower intermediate (B1),Lower beginner (A1),20.0,Written,2,written_online,Outside classroom
30.2,Upper beginner,Male,20.0,English,No,Upper beginner (A2),Lower beginner (A1),Lower beginner (A1),Upper beginner (A2),10.0,Written,8,written_online,Outside classroom
30.2,Upper beginner,Female,21.0,English,No,Lower beginner (A1),Lower beginner (A1),Lower intermediate (B1),Lower beginner (A1),10.0,Written,2,written_online,Inside classroom
30.2,Upper beginner,Female,21.0,English,No,Lower beginner (A1),Upper beginner (A2),Upper beginner (A2),Lower beginner (A1),10.0,Written,14,written_online,Outside classroom
30.2,Upper beginner,Male,21.0,English,Yes,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,14,written_online,Outside classroom
30.2,Upper beginner,Female,21.0,English,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,2,written_online,Inside classroom
30.2,Upper beginner,Male,22.0,English,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,1,written_online,Outside classroom
30.2,Upper beginner,Female,22.0,English,No,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),20.0,Written,4,written_online,Inside classroom
30.2,Upper beginner,Female,23.0,English,No,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,12,written_online,Inside classroom
30.2,Upper beginner,Male,24.0,English,No,Lower beginner (A1),Lower beginner (A1),Lower intermediate (B1),Upper beginner (A2),15.0,Written,1,written_online,Inside classroom
30.2,Upper beginner,Female,26.0,English,No,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),20.0,Written,1,written_online,Outside classroom
30.2,Upper beginner,Male,34.0,English,No,Lower beginner (A1),Lower beginner (A1),Lower intermediate (B1),Lower beginner (A1),10.0,Written,1,written_online,Outside classroom
30.2,Upper beginner,Female,38.0,English,No,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),20.0,Written,2,written_online,Outside classroom
32.6,Upper beginner,Female,14.0,English,No,Upper beginner (A2),Lower beginner (A1),Lower beginner (A1),Upper beginner (A2),10.0,Written,1,written_online,Inside classroom
32.6,Upper beginner,Male,14.0,English,No,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),20.0,Written,1,written_online,Inside classroom
32.6,Upper beginner,Male,15.0,English,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,4,written_online,Inside classroom
32.6,Upper beginner,Female,15.0,English,No,Lower beginner (A1),Upper beginner (A2),Lower beginner (A1),Upper beginner (A2),10.0,Written,4,written_online,Inside classroom
32.6,Upper beginner,Female,15.0,English,No,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Lower beginner (A1),15.0,Written,2,written_online,Inside classroom
32.6,Upper beginner,Female,16.0,English,No,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),20.0,Written,1,written_online,Inside classroom
32.6,Upper beginner,Female,16.0,English,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,4,written_online,Inside classroom
32.6,Upper beginner,Female,16.0,English,No,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),20.0,Written,1,written_online,Inside classroom
32.6,Upper beginner,Male,17.0,English,No,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),20.0,Written,1,written_online,Outside classroom
32.6,Upper beginner,Female,17.0,English,No,Upper beginner (A2),Lower beginner (A1),Upper beginner (A2),Upper beginner (A2),15.0,Written,5,written_online,Outside classroom
32.6,Upper beginner,Female,18.0,English,No,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),20.0,Written,2,written_online,Outside classroom
32.6,Upper beginner,Female,19.0,English,No,Lower beginner (A1),Upper beginner (A2),Upper beginner (A2),Lower beginner (A1),10.0,Spoken,14,spoken_online,Both inside and outside classroom
32.6,Upper beginner,Female,19.0,English,No,Lower beginner (A1),Upper beginner (A2),Upper beginner (A2),Lower beginner (A1),10.0,Written,14,written_online,Both inside and outside classroom
32.6,Upper beginner,Female,19.0,English,No,Upper beginner (A2),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),5.0,Written,2,written_online,Inside classroom
32.6,Upper beginner,Male,19.0,English,No,Upper beginner (A2),Upper beginner (A2),Lower beginner (A1),Upper beginner (A2),15.0,Written,9,written_online,Inside classroom
32.6,Upper beginner,Female,19.0,English,No,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),20.0,Written,13,written_online,Outside classroom
32.6,Upper beginner,Female,19.0,English,No,Lower beginner (A1),Lower beginner (A1),Lower intermediate (B1),Lower intermediate (B1),20.0,Written,3,written_online,Both inside and outside classroom
32.6,Upper beginner,Female,20.0,English,Yes,Upper beginner (A2),Lower intermediate (B1),Upper beginner (A2),Upper beginner (A2),25.0,Written,13,written_online,Outside classroom
32.6,Upper beginner,Male,20.0,English,No,Upper beginner (A2),Upper beginner (A2),Lower beginner (A1),Lower beginner (A1),10.0,Written,13,written_online,Outside classroom
32.6,Upper beginner,Male,20.0,English,No,Lower beginner (A1),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),15.0,Written,14,written_online,Outside classroom
32.6,Upper beginner,Female,20.0,English,No,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),20.0,Written,2,written_online,Inside classroom
32.6,Upper beginner,Female,20.0,English,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,13,written_online,Outside classroom
32.6,Upper beginner,Female,21.0,English,No,Upper beginner (A2),Lower beginner (A1),Lower beginner (A1),Upper beginner (A2),10.0,Written,2,written_online,Inside classroom
32.6,Upper beginner,Female,21.0,English,Yes,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,5,written_online,Outside classroom
32.6,Upper beginner,Female,21.0,English,No,Lower beginner (A1),Lower beginner (A1),Lower intermediate (B1),Lower beginner (A1),10.0,Written,1,written_online,Outside classroom
32.6,Upper beginner,Female,21.0,English,No,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),20.0,Written,1,written_online,Outside classroom
32.6,Upper beginner,Female,22.0,English,Yes,Lower beginner (A1),Lower intermediate (B1),Lower intermediate (B1),Lower beginner (A1),20.0,Written,1,written_online,Inside classroom
32.6,Upper beginner,Male,23.0,English,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Spoken,14,spoken_online,Outside classroom
32.6,Upper beginner,Male,23.0,English,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,14,written_online,Outside classroom
32.6,Upper beginner,Male,23.0,English,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,1,written_online,Outside classroom
32.6,Upper beginner,Female,23.0,English,No,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),20.0,Written,1,written_online,Both inside and outside classroom
32.6,Upper beginner,Female,24.0,English,No,Upper beginner (A2),Upper intermediate (B2),Upper intermediate (B2),Upper beginner (A2),40.0,Written,2,written_online,Outside classroom
32.6,Upper beginner,Female,25.0,English,No,Lower intermediate (B1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),10.0,Written,1,written_online,Inside classroom
32.6,Upper beginner,Female,26.0,English,No,Upper beginner (A2),Lower beginner (A1),Lower beginner (A1),Upper beginner (A2),10.0,Written,2,written_online,Outside classroom
32.6,Upper beginner,Female,27.0,English,No,Upper beginner (A2),Upper beginner (A2),Lower beginner (A1),Upper beginner (A2),15.0,Written,5,written_online,Outside classroom
32.6,Upper beginner,Female,30.0,English,No,Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),Lower beginner (A1),40.0,Written,8,written_online,Outside classroom
32.6,Upper beginner,Female,37.0,English,No,Upper beginner (A2),Lower beginner (A1),Lower beginner (A1),Upper beginner (A2),10.0,Written,1,written_online,Outside classroom
32.6,Upper beginner,Male,54.0,English,No,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),20.0,Written,2,written_online,Inside classroom
32.6,Upper beginner,Female,59.0,English,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Upper beginner (A2),5.0,Written,2,written_online,Outside classroom
34.9,Upper beginner,Male,14.0,English,No,Upper intermediate (B2),Lower advanced (C1),Upper intermediate (B2),Upper intermediate (B2),65.0,Written,1,written_online,Inside classroom
34.9,Upper beginner,Male,15.0,English,No,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,1,written_online,Inside classroom
34.9,Upper beginner,Female,15.0,English,No,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),20.0,Written,1,written_online,Inside classroom
34.9,Upper beginner,Male,15.0,English,No,Lower intermediate (B1),Upper intermediate (B2),Lower beginner (A1),Lower beginner (A1),25.0,Written,1,written_online,Inside classroom
34.9,Upper beginner,Male,15.0,English,No,Lower beginner (A1),Upper beginner (A2),Lower beginner (A1),Lower intermediate (B1),15.0,Written,2,written_online,Inside classroom
34.9,Upper beginner,Female,16.0,English,No,Lower beginner (A1),Lower beginner (A1),Upper beginner (A2),Lower beginner (A1),5.0,Written,2,written_online,Inside classroom
34.9,Upper beginner,Female,16.0,English,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,4,written_online,Inside classroom
34.9,Upper beginner,Male,16.0,English,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,2,written_online,Outside classroom
34.9,Upper beginner,Female,16.0,English,No,Lower beginner (A1),Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),55.0,Written,4,written_online,Outside classroom
34.9,Upper beginner,Female,16.0,English,No,Lower intermediate (B1),Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),50.0,Written,5,written_online,Inside classroom
34.9,Upper beginner,Male,16.0,English,No,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,2,written_online,Inside classroom
34.9,Upper beginner,Female,17.0,English,No,Lower beginner (A1),Lower intermediate (B1),Lower intermediate (B1),Lower beginner (A1),20.0,Written,1,written_online,Inside classroom
34.9,Upper beginner,Male,17.0,English,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,1,written_online,Inside classroom
34.9,Upper beginner,Female,17.0,English,Yes,Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),55.0,Written,5,written_online,Inside classroom
34.9,Upper beginner,Female,18.0,English,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,1,written_online,Inside classroom
34.9,Upper beginner,Male,18.0,English,No,Lower intermediate (B1),Upper intermediate (B2),Lower intermediate (B1),Lower intermediate (B1),45.0,Written,1,written_online,Inside classroom
34.9,Upper beginner,Female,18.0,English,Yes,Upper intermediate (B2),Lower intermediate (B1),Lower intermediate (B1),Upper intermediate (B2),50.0,Written,1,written_online,Outside classroom
34.9,Upper beginner,Female,18.0,English,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,2,written_online,Inside classroom
34.9,Upper beginner,Male,18.0,English,No,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,2,written_online,Outside classroom
34.9,Upper beginner,Female,19.0,English,No,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),20.0,Written,2,written_online,Inside classroom
34.9,Upper beginner,Female,19.0,English,No,Lower intermediate (B1),Lower intermediate (B1),Upper beginner (A2),Lower intermediate (B1),35.0,Written,14,written_online,Outside classroom
34.9,Upper beginner,Female,19.0,English,No,Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),55.0,Written,7,written_online,Both inside and outside classroom
34.9,Upper beginner,Female,19.0,English,No,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),20.0,Written,1,written_online,Inside classroom
34.9,Upper beginner,Female,19.0,English,No,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),20.0,Written,14,written_online,Outside classroom
34.9,Upper beginner,Male,19.0,English,No,Upper intermediate (B2),Lower intermediate (B1),Upper intermediate (B2),Lower intermediate (B1),50.0,Written,1,written_online,Inside classroom
34.9,Upper beginner,Male,19.0,English,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,2,written_online,Outside classroom
34.9,Upper beginner,Male,19.0,English,No,Upper beginner (A2),Lower beginner (A1),Lower intermediate (B1),Lower beginner (A1),15.0,Written,5,written_online,Outside classroom
34.9,Upper beginner,Female,19.0,English,No,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),75.0,Written,1,written_online,Inside classroom
34.9,Upper beginner,Male,20.0,English,No,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),20.0,Written,2,written_online,Inside classroom
34.9,Upper beginner,Female,20.0,English,No,Lower beginner (A1),Lower beginner (A1),Lower intermediate (B1),Lower beginner (A1),10.0,Written,4,written_online,Outside classroom
